Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,148162,191931,292878,191657
Depreciation & amortization,-,7638,9875,12577
Change in working capital,-,-84200,-218067,221536
Inventory,-,-3075,832,-1009
Other working capital,-,70632,61549,505160
Other non-cash items,-,12518,486,688
Net cash provided by operating activites,-,72317,61972,507778
Investments in property plant and equipment,-,-1685,-423,-2618
Other investing activites,-,-3162,-8246,195
Net cash used for investing activites,-,-4847,-8669,-2423
Net change in cash,-,340060,51124,451773
Cash at beginning of period,-,1018286,967161,515388
Cash at end of period,-,1358346,1018286,967161
Operating Cash Flow,-,72317,61972,507778
Capital Expenditure,-,-1685,-423,-2618
Free Cash Flow,-,70632,61549,505160
