Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2606492000,2550623000,2505647000
Liabilities,,,
Total Liabilities,2478734000,2424299000,2390722000
Stockholders' Equity,,,
Common Stock,21363000,21359000,20798000
Retained Earnings,69034000,63920000,58670000
Total stockholders' equity,126709000,125315000,114023000
Total liabilities and stockholders' equity,2606492000,2550623000,2505647000
