Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,623334,585132,608663,624931
Liabilities,,,,
Total Liabilities,338884,289386,315026,299102
Stockholders' Equity,,,,
Common Stock,294.668,294.668,294.668,294.668
Retained Earnings,-85044,-75301,-11646,-10641
Total stockholders' equity,284450,295745,293636,325829
Total liabilities and stockholders' equity,623334,585132,608663,624931
