Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,90328000,92009000,86993000,84170000
Depreciation & amortization,-,63607000,61323000,60057000
Change in working capital,-,1140000,-18154000,11186000
Inventory,-,3483000,-18691000,343000
Other working capital,-,84064000,65849000,118036000
Other non-cash items,-,1814000,-1165000,9877000
Net cash provided by operating activites,-,148929000,123625000,171121000
Investments in property plant and equipment,-,-64865000,-57776000,-53085000
Acquisitions net,-,-3575000,-23375000,-1069000
Purchases of investments,-,-40498000,-52170000,-33992000
Sales/Maturities of investments,-,43596000,69365000,43290000
Other investing activites,-,-170000,-231000,95000
Net cash used for investing activites,-,-61393000,-58202000,-42964000
Net change in cash,-,31963000,14843000,71234000
Cash at beginning of period,-,307853000,292994000,221760000
Cash at end of period,-,339817000,307853000,292994000
Operating Cash Flow,-,148929000,123625000,171121000
Capital Expenditure,-,-64865000,-57776000,-53085000
Free Cash Flow,-,84064000,65849000,118036000
