Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,527826,487959,481317,485640
Liabilities,,,,
Total Liabilities,439529,403094,395356,400239
Stockholders' Equity,,,,
Common Stock,65,65,65,65
Retained Earnings,77464,76136,75169,71909
Accumulated other comprehensive income,394,-2528,-202,1808
Total stockholders' equity,88297,84865,85961,85401
Total liabilities and stockholders' equity,527826,487959,481317,485640
