Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,55852000,52319000,51414000,50759000
Depreciation & amortization,-,15329000,14959000,17760000
Change in working capital,-,-39532000,171292000,126933000
Other working capital,-,-8136000,143232000,156813000
Other non-cash items,-,-128249000,-187170000,-137061000
Net cash provided by operating activites,-,13946000,167415000,175676000
Investments in property plant and equipment,-,-22082000,-24183000,-18863000
Acquisitions net,-,-33020000,-,-443000
Purchases of investments,-,-1923232000,-1531991000,-1794568000
Sales/Maturities of investments,-,1666636000,1381176000,1835037000
Other investing activites,-,-512000,1002000,-40000
Net cash used for investing activites,-,-152545000,-44287000,135407000
Net change in cash,-,-188704000,104706000,249510000
Cash at beginning of period,-,1434574000,1329867000,1080357000
Cash at end of period,-,1245870000,1434574000,1329867000
Operating Cash Flow,-,13946000,167415000,175676000
Capital Expenditure,-,-22082000,-24183000,-18863000
Free Cash Flow,-,-8136000,143232000,156813000
