Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,109002000,108781000,104185000,99714097
Liabilities,,,,
Total Liabilities,97207000,97679000,93371000,89405951
Stockholders' Equity,,,,
Common Stock,1213000,1214000,1082000,1082113
Retained Earnings,2088000,1361000,588000,-226844
Accumulated other comprehensive income,-256000,-609000,-528000,-401016
Total stockholders' equity,11795000,11102000,10814000,10308146
Total liabilities and stockholders' equity,109002000,108781000,104185000,99714097
