Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4004000,13287000,6130000,5605000
Depreciation & amortization,-,-,-,32189000
Change in working capital,-,-13618000,-,-1144000
Inventory,-,-10045000,-,13000
Other working capital,-34438000,-1475000,3415000,4444000
Other non-cash items,-,12636000,-,17307000
Net cash provided by operating activites,21642000,29030000,37163000,30429000
Investments in property plant and equipment,-56080000,-30505000,-33748000,-25985000
Acquisitions net,-,-,-575000,-
Purchases of investments,-2026000,-1801000,-208000,-7000
Sales/Maturities of investments,9000,10000,5313000,1967000
Other investing activites,-,-1000,202000,139000
Net cash used for investing activites,-51519000,-28143000,-20359000,-10152000
Net change in cash,3382000,-10471000,-17085000,36675000
Cash at beginning of period,36178000,62799000,79808000,46162000
Cash at end of period,39560000,50292000,62799000,79808000
Operating Cash Flow,21642000,29030000,37163000,30429000
Capital Expenditure,-56080000,-30505000,-33748000,-25985000
Free Cash Flow,-34438000,-1475000,3415000,4444000
