Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,20162000,11482000,9201000,17922000
Depreciation & amortization,-,8029000,7510000,7191000
Change in working capital,-,-743000,6480000,5339000
Other working capital,-,-37490000,-27083000,-29536000
Other non-cash items,-,-985000,264000,-1333000
Net cash provided by operating activites,-,17832000,28746000,28569000
Investments in property plant and equipment,-,-55322000,-55829000,-58105000
Purchases of investments,-,-123628000,-140827000,-128090000
Sales/Maturities of investments,-,128915000,140720000,121868000
Other investing activites,-,-304000,59000,-454000
Net cash used for investing activites,-,-5001000,-11407000,-21733000
Net change in cash,-,8658000,12562000,1769000
Cash at beginning of period,-,63584000,51021000,49147000
Cash at end of period,-,72243000,63584000,51021000
Operating Cash Flow,-,17832000,28746000,28569000
Capital Expenditure,-,-55322000,-55829000,-58105000
Free Cash Flow,-,-37490000,-27083000,-29536000
