Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4551000,4860000,5262000,5020000
Depreciation & amortization,-,3321000,3207000,3076000
Change in working capital,-,255000,-928000,391000
Inventory,-,-299000,-220000,303000
Other working capital,-,4035000,4170000,5012000
Other non-cash items,-,-224000,-43000,791000
Net cash provided by operating activites,-,8844000,8921000,9118000
Investments in property plant and equipment,-,-4809000,-4751000,-4106000
Acquisitions net,-,-837000,-442000,-
Purchases of investments,-,-2320000,-,-258000
Sales/Maturities of investments,-,4236000,-,-
Other investing activites,-,-21000,-2616000,254000
Net cash used for investing activites,-,-3925000,-7878000,-3917000
Net change in cash,-,3445000,-686000,3922000
Cash at beginning of period,-,22783000,23469000,19547000
Cash at end of period,-,26228000,22783000,23469000
Operating Cash Flow,-,8844000,8921000,9118000
Capital Expenditure,-,-4809000,-4751000,-4106000
Free Cash Flow,-,4035000,4170000,5012000
