Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,9990,9100,7695,6844
Liabilities,,,,
Total Liabilities,9757,6837,3598,1627
Stockholders' Equity,,,,
Common Stock,5688,5722,5756,5739
Retained Earnings,-5661,-3666,-1814,-616.79
Accumulated other comprehensive income,206.524,206.884,155.61,94.448
Total stockholders' equity,233.52,2263,4097,5216
Total liabilities and stockholders' equity,9990,9100,7695,6844
