Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,263893,244268,248913,228938
Liabilities,,,,
Total Liabilities,72531,68629,70992,73802
Stockholders' Equity,,,,
Common Stock,0,0,0.001,0.001
Retained Earnings,188262,174690,161891,143284
Accumulated other comprehensive income,3100,949,15945,11761
Total stockholders' equity,191362,175639,177835,155045
Total liabilities and stockholders' equity,263893,244268,248913,228938
