Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,9545000,11391000,9547000,7757000
Depreciation & amortization,-,1280000,1265000,1429000
Change in working capital,-,-3995000,-2760000,-864000
Inventory,-,-7034000,-630000,-4014000
Other working capital,-,6084000,9381000,5452000
Other non-cash items,-,-5000,-12000,-7000
Net cash provided by operating activites,-,8421000,10406000,6823000
Investments in property plant and equipment,-,-2337000,-1025000,-1371000
Purchases of investments,-,-301000,-1200000,-100000
Sales/Maturities of investments,-,-,909000,9000
Other investing activites,-,-36000,-13000,18000
Net cash used for investing activites,-,-2268000,-1326000,-1442000
Net change in cash,-,4052000,6778000,3630000
Cash at beginning of period,-,30411000,23633000,20002000
Cash at end of period,-,34464000,30411000,23633000
Operating Cash Flow,-,8421000,10406000,6823000
Capital Expenditure,-,-2337000,-1025000,-1371000
Free Cash Flow,-,6084000,9381000,5452000
