Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7502000,7311000,7116000,4535000
Depreciation & amortization,-,1636000,1361000,1343000
Stock based compensation,-,93000,-,-
Change in working capital,-,-807000,-41000,1256000
Inventory,-,-160000,-62000,-31000
Other working capital,-,6631000,5353000,3800000
Other non-cash items,-,154000,278000,686000
Net cash provided by operating activites,-,8865000,7821000,7378000
Investments in property plant and equipment,-,-2234000,-2468000,-3578000
Acquisitions net,-,-30000,-340000,-1734000
Purchases of investments,-,-629000,-1330000,-918000
Sales/Maturities of investments,-,1384000,2039000,1184000
Other investing activites,-,-23000,-5000,-27000
Net cash used for investing activites,-,-1405000,-2654000,-5010000
Net change in cash,-,2436000,2263000,1523000
Cash at beginning of period,-,11229000,8965000,7442000
Cash at end of period,-,13923000,11229000,8965000
Operating Cash Flow,-,8865000,7821000,7378000
Capital Expenditure,-,-2234000,-2468000,-3578000
Free Cash Flow,-,6631000,5353000,3800000
