Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Net Income,6420000,6856000,5767000,6112000,5215000
Depreciation & amortization,-,1947000,1880000,1864000,1826000
Change in working capital,-,-3180000,-2792000,-612000,-1914000
Inventory,-,-2225000,-1589000,-2086000,-2372000
Other working capital,-,-597000,-787000,5178000,1123000
Other non-cash items,-,113000,79000,310000,-968000
Net cash provided by operating activites,-,5532000,4617000,7613000,4384000
Investments in property plant and equipment,-,-6129000,-5404000,-2435000,-3261000
Acquisitions net,-,-,-93000,-,-
Purchases of investments,-,-2078000,-3615000,-2875000,-3552000
Sales/Maturities of investments,-,3142000,3403000,2070000,3315000
Other investing activites,-,-57000,-119000,44000,-60000
Net cash used for investing activites,-,-3289000,-4909000,-2901000,-3430000
Net change in cash,-,-1131000,-833000,2637000,858000
Cash at beginning of period,-,13304000,14134000,11497000,10639000
Cash at end of period,-,12173000,13304000,14134000,11497000
Operating Cash Flow,-,5532000,4617000,7613000,4384000
Capital Expenditure,-,-6129000,-5404000,-2435000,-3261000
Free Cash Flow,-,-597000,-787000,5178000,1123000
