Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-13.125,-11.75,-11.409,-9.662,-1706
Purchases of investments,-,-,-,-,-10
Other investing activites,-,-,-,-,250
Net cash used for investing activites,-13.125,-11.75,-11.409,-7.746,-1269
Common stock issued,5521,8641,4006,7816,4185
Common stock repurchased,-267.078,-346.145,-25.986,-561.036,-170.76
Net cash used privided by (used for) financing activities,5254,8295,3980,7255,4014
Net change in cash,-1279,1748,1016,1655,1454
Cash at beginning of period,4176,4291,3275,1621,167.759
Cash at end of period,2896,6065,4291,3275,1621
Capital Expenditure,-13.125,-11.75,-11.409,-9.662,-1706
Free Cash Flow,-6533,-6547,-2964,-5602,-2997
