Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8186000,9155000,10327000,10380000
Depreciation & amortization,-,18523000,19195000,19227000
Change in working capital,-,-6715000,-10616000,-691000
Inventory,-,-7114000,-3707000,1663000
Other working capital,-,5125000,5110000,15202000
Other non-cash items,-,728000,-597000,1059000
Net cash provided by operating activites,-,21626000,19741000,28918000
Investments in property plant and equipment,-,-16501000,-14631000,-13716000
Purchases of investments,-,-4192000,-48000,-281000
Sales/Maturities of investments,-,1105000,-,-
Other investing activites,-,-275000,111000,15000
Net cash used for investing activites,-,-19274000,-14158000,-13648000
Net change in cash,-,920000,-5002000,394000
Cash at beginning of period,-,14281000,19284000,18890000
Cash at end of period,-,15202000,14281000,19284000
Operating Cash Flow,-,21626000,19741000,28918000
Capital Expenditure,-,-16501000,-14631000,-13716000
Free Cash Flow,-,5125000,5110000,15202000
