Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5552970,5316927,4113270,3878981
Liabilities,,,,
Total Liabilities,4743659,4556204,3604965,3397218
Stockholders' Equity,,,,
Common Stock,586459,591806,360590,359060
Retained Earnings,212474,176372,149013,125309
Accumulated other comprehensive income,10378,-7455,-1298,-2606
Total stockholders' equity,809311,760723,508305,481763
Total liabilities and stockholders' equity,5552970,5316927,4113270,3878981
