Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2166154,2089861,1992497,1737539
Depreciation & amortization,-,259016,250453,258700
Change in working capital,-,-434061,-1139962,-473089
Inventory,-,1626,81806,-27280
Other working capital,-,1919098,1423227,507875
Other non-cash items,-,-13285,339469,-173700
Net cash provided by operating activites,-,2127833,1542740,1491400
Investments in property plant and equipment,-,-208735,-119513,-983525
Purchases of investments,-,-3099848,-2350000,-3250000
Sales/Maturities of investments,-,3650000,1650000,4600000
Other investing activites,-,-23175,-12080,-22842
Net cash used for investing activites,-,318242,-831593,352633
Net change in cash,-,-609201,-754161,1249491
Cash at beginning of period,-,16657475,17411636,16162145
Cash at end of period,-,16048273,16657475,17411636
Operating Cash Flow,-,2127833,1542740,1491400
Capital Expenditure,-,-208735,-119513,-983525
Free Cash Flow,-,1919098,1423227,507875
