Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-204300,-204300,-188300,-170000,-218000
Acquisitions net,-600,-600,-800,0,-3000
Other investing activites,1300,1300,23500,-11700,4800
Net cash used for investing activites,-44300,-44300,-209100,284000,-9500
Net change in cash,36200,36200,-68700,69300,11200
Cash at beginning of period,18300,18300,87000,17700,6500
Cash at end of period,54500,54500,18300,87000,17700
Capital Expenditure,-204300,-204300,-188300,-170000,-218000
Free Cash Flow,-107200,-107200,-73100,-86500,-140300
