Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-1876000,35940000,63188000,-23045000
Depreciation & amortization,-,102589000,102032000,96281000
Change in working capital,-,-48788000,33064000,68791000
Inventory,-,-33140000,-30490000,-2080000
Other working capital,-,-65320000,54184000,2732000
Other non-cash items,-,15512000,18003000,16964000
Net cash provided by operating activites,-,67136000,190832000,141716000
Investments in property plant and equipment,-,-132456000,-136648000,-138984000
Acquisitions net,-,-,-6929000,-
Purchases of investments,-,-541000,-36194000,-446000
Sales/Maturities of investments,-,1272000,12952000,1887000
Other investing activites,-,-1533000,-232000,-3873000
Net cash used for investing activites,-,-28603000,-161598000,-137833000
Net change in cash,-,26174000,-35644000,15681000
Cash at beginning of period,-,165267000,200417000,184336000
Cash at end of period,-,197216000,165267000,200417000
Operating Cash Flow,-,67136000,190832000,141716000
Capital Expenditure,-,-132456000,-136648000,-138984000
Free Cash Flow,-,-65320000,54184000,2732000
