Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,3630800,3544900,3462500,3266200
Liabilities,,,,
Total Liabilities,1695400,1715700,1742700,1687500
Stockholders' Equity,,,,
Common Stock,85000,85000,85000,85000
Retained Earnings,1826000,1722700,1610400,1470300
Accumulated other comprehensive income,24400,21500,24400,23400
Total stockholders' equity,1935400,1829200,1719800,1578700
Total liabilities and stockholders' equity,3630800,3544900,3462500,3266200
