Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5914000,24663000,49697000,47522000
Depreciation & amortization,-,67563000,60759000,56109000
Change in working capital,-,-1720000,-13056000,-12085000
Inventory,-,-9231000,-7590000,-3004000
Other working capital,-,31861000,26985000,32687000
Other non-cash items,-,-22000,-8061000,14028000
Net cash provided by operating activites,-,103022000,100033000,99277000
Investments in property plant and equipment,-,-71161000,-73048000,-66590000
Acquisitions net,-,-,-22862000,-
Purchases of investments,-,-762000,-202000,-918000
Sales/Maturities of investments,-,1494000,5000,182000
Other investing activites,-,-7454000,-4047000,-3943000
Net cash used for investing activites,-,-75324000,-99049000,-68066000
Net change in cash,-,-236000,61896000,8061000
Cash at beginning of period,-,132648000,70207000,61668000
Cash at end of period,-,132471000,132648000,70207000
Operating Cash Flow,-,103022000,100033000,99277000
Capital Expenditure,-,-71161000,-73048000,-66590000
Free Cash Flow,-,31861000,26985000,32687000
