Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,195065000,222546000,362988000,231261000
Depreciation & amortization,413719000,368044000,364432000,415183000
Change in working capital,252105000,-247026000,-56949000,-133748000
Inventory,-96165000,-149500000,-181207000,-22731000
Other working capital,299486000,137776000,283593000,-80511000
Other non-cash items,-132394000,-191017000,-10636000,-81045000
Net cash provided by operating activites,715521000,610025000,727168000,629582000
Investments in property plant and equipment,-416035000,-472249000,-443575000,-710093000
Purchases of investments,-265772000,-72422000,-243124000,-177303000
Sales/Maturities of investments,198904000,306971000,178188000,248956000
Other investing activites,-18272000,13205000,-2893000,233738000
Net cash used for investing activites,-479399000,-162872000,-474328000,-337955000
Net change in cash,-14285000,109629000,-67278000,65927000
Cash at beginning of period,708745000,697964000,765242000,699315000
Cash at end of period,707467000,807593000,697964000,765242000
Operating Cash Flow,715521000,610025000,727168000,629582000
Capital Expenditure,-416035000,-472249000,-443575000,-710093000
Free Cash Flow,299486000,137776000,283593000,-80511000
