Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,538030,525388,524148,502557
Liabilities,,,,
Total Liabilities,452958,441099,439611,417469
Stockholders' Equity,,,,
Common Stock,74,76,78,79
Retained Earnings,30638,28822,27195,25901
Accumulated other comprehensive income,-269,-522,-117,-143
Total stockholders' equity,85072,84289,84537,85088
Total liabilities and stockholders' equity,538030,525388,524148,502557
