Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1274000,1274000,-959000,1251000,528000
Depreciation & amortization,1833000,1833000,2215000,1570000,1572000
Change in working capital,-981000,-981000,-717000,-268000,1564000
Inventory,-56000,-56000,-143000,84000,-34000
Other working capital,1567000,1567000,-1597000,1645000,3533000
Other non-cash items,214000,214000,515000,-400000,191000
Net cash provided by operating activites,2520000,2520000,2282000,2629000,4147000
Investments in property plant and equipment,-953000,-953000,-3879000,-984000,-614000
Acquisitions net,-642000,-642000,-,-3305000,-
Purchases of investments,-1163000,-1163000,-310000,-2003000,-165000
Sales/Maturities of investments,551000,551000,315000,313000,26000
Other investing activites,457000,457000,26000,-150000,41000
Net cash used for investing activites,-1524000,-1524000,-1924000,-11560000,-866000
Net change in cash,1477000,1477000,-1138000,3935000,-965000
Cash at beginning of period,5550000,5550000,6663000,2598000,3564000
Cash at end of period,7138000,7138000,5550000,6663000,2598000
Operating Cash Flow,2520000,2520000,2282000,2629000,4147000
Capital Expenditure,-953000,-953000,-3879000,-984000,-614000
Free Cash Flow,1567000,1567000,-1597000,1645000,3533000
