Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,4436000,4436000,5778000,8346000,6190000
Depreciation & amortization,2324000,2324000,1999000,1849000,1844000
Change in working capital,2277000,2277000,-578000,-1213000,84000
Inventory,443000,443000,-1752000,-321000,165000
Other working capital,10030000,10030000,6102000,10544000,7719000
Other non-cash items,798000,798000,-1000,-114000,106000
Net cash provided by operating activites,10030000,10030000,6102000,10544000,7719000
Acquisitions net,-,-,-,-,-1199000
Purchases of investments,-243000,-243000,-1844000,-727000,-1086000
Sales/Maturities of investments,120000,120000,100000,347000,852000
Other investing activites,-3282000,-3282000,-5135000,-7009000,-3031000
Net cash used for investing activites,-3405000,-3405000,-6876000,-7383000,-4462000
Net change in cash,3195000,3195000,-4219000,8380000,1671000
Cash at beginning of period,42704000,42704000,46923000,38542000,36864000
Cash at end of period,45899000,45899000,42704000,46923000,38542000
Operating Cash Flow,10030000,10030000,6102000,10544000,7719000
Free Cash Flow,10030000,10030000,6102000,10544000,7719000
