Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2303026000,2331360000,2252199000
Liabilities,,,
Total Liabilities,2167068000,2174794000,2100827000
Stockholders' Equity,,,
Common Stock,38653000,0,38653000
Retained Earnings,64384000,69562000,59825000
Total stockholders' equity,135540000,156161000,151024000
Total liabilities and stockholders' equity,2303026000,2331360000,2252199000
