Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,50060000,50478000,53796000,52730000
Depreciation & amortization,-,8724000,8605000,8020000
Change in working capital,-,199622000,-138681000,338630000
Other working capital,-,232698000,-111289000,354330000
Other non-cash items,-,-115592000,-138452000,-147819000
Net cash provided by operating activites,-,251620000,-100848000,361320000
Investments in property plant and equipment,-,-18922000,-10441000,-6990000
Purchases of investments,-,-576664000,-471281000,-1139269000
Sales/Maturities of investments,-,656110000,691754000,1218850000
Net cash used for investing activites,-,60524000,210197000,72591000
Net change in cash,-,285079000,83407000,417061000
Cash at beginning of period,-,1697707000,1614299000,1197238000
Cash at end of period,-,1982786000,1697707000,1614299000
Operating Cash Flow,-,251620000,-100848000,361320000
Capital Expenditure,-,-18922000,-10441000,-6990000
Free Cash Flow,-,232698000,-111289000,354330000
