Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1341885,1252424,1210229,1037584
Liabilities,,,,
Total Liabilities,1185566,1098686,1067595,899459
Stockholders' Equity,,,,
Common Stock,103,107,107,109
Retained Earnings,73321,66343,54642,48981
Accumulated other comprehensive income,-1371,-2253,-928,-1328
Total stockholders' equity,156319,153738,142634,138125
Total liabilities and stockholders' equity,1341885,1252424,1210229,1037584
