Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,270513,271426,247363,242050
Liabilities,,,,
Total Liabilities,22959,26068,18577,20757
Stockholders' Equity,,,,
Common Stock,186168,174748,171658,168556
Retained Earnings,4965,10604,20581,22632
Accumulated other comprehensive income,56421,60006,36547,30105
Total stockholders' equity,247554,245358,228786,221293
Total liabilities and stockholders' equity,270513,271426,247363,242050
