Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1850000,3890000,3111000,3416000
Depreciation & amortization,-,3151000,2895000,2871000
Change in working capital,-,-587000,-2987000,609000
Inventory,-,-1962000,-912000,944000
Other working capital,-,-1267000,1593000,5987000
Other non-cash items,-,-3132000,636000,502000
Net cash provided by operating activites,-,6728000,3808000,7843000
Investments in property plant and equipment,-,-7995000,-2215000,-1856000
Acquisitions net,-,-,0,-911000
Purchases of investments,-,-33000,-32000,-35000
Sales/Maturities of investments,-,9000,184000,16000
Other investing activites,-,-261000,-6000,80000
Net cash used for investing activites,-,-8208000,-2048000,-2698000
Net change in cash,-,566000,-1714000,496000
Cash at beginning of period,-,8404000,10118000,9622000
Cash at end of period,-,8970000,8404000,10118000
Operating Cash Flow,-,6728000,3808000,7843000
Capital Expenditure,-,-7995000,-2215000,-1856000
Free Cash Flow,-,-1267000,1593000,5987000
