Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7055000,5485000,5403000,3015000
Depreciation & amortization,-,4045000,4131000,4384000
Change in working capital,-,-2035000,1710000,-647000
Inventory,-,-2513000,-1847000,1433000
Other working capital,-,-171000,12807000,4646000
Other non-cash items,-,348000,2761000,1643000
Net cash provided by operating activites,-,4447000,16394000,9488000
Investments in property plant and equipment,-,-4618000,-3587000,-4842000
Acquisitions net,-,-1280000,-2711000,-1979000
Purchases of investments,-,-146000,-663000,-500000
Sales/Maturities of investments,-,758000,2773000,619000
Other investing activites,-,-37000,512000,439000
Net cash used for investing activites,-,-3078000,-2915000,-7147000
Net change in cash,-,-8518000,7661000,-5190000
Cash at beginning of period,-,39050000,31388000,36579000
Cash at end of period,-,30531000,39050000,31388000
Operating Cash Flow,-,4447000,16394000,9488000
Capital Expenditure,-,-4618000,-3587000,-4842000
Free Cash Flow,-,-171000,12807000,4646000
