Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5018756,4899012,4132281,3984403
Liabilities,,,,
Total Liabilities,4360773,4298248,3629774,3541965
Stockholders' Equity,,,,
Common Stock,47619,47619,47619,46518
Retained Earnings,539253,485967,444481,417017
Accumulated other comprehensive income,5840,-14482,-5644,-7012
Total stockholders' equity,657983,600764,502507,442438
Total liabilities and stockholders' equity,5018756,4899012,4132281,3984403
