Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,15032047,15302438,14449760,9808465
Liabilities,,,,
Total Liabilities,12520516,12952552,12245469,8480975
Stockholders' Equity,,,,
Common Stock,1664,1707,1736,1405
Retained Earnings,956555,752184,530658,455948
Accumulated other comprehensive income,16221,-13815,-3421,400
Total stockholders' equity,2511531,2349886,2204291,1327490
Total liabilities and stockholders' equity,15032047,15302438,14449760,9808465
