Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Net Income,120000,297000,220000,223000,12000
Depreciation & amortization,-,399000,384000,362000,358000
Change in working capital,-,-497000,-1418000,1069000,1565000
Inventory,-,-1234000,-2495000,99000,518000
Other working capital,-,-176000,-1212000,1801000,1259000
Other non-cash items,-,153000,120000,171000,-182000
Net cash provided by operating activites,-,183000,-966000,1856000,1379000
Investments in property plant and equipment,-,-359000,-246000,-55000,-120000
Acquisitions net,-,-,-592000,-,-
Purchases of investments,-,-41000,-44000,-138000,-138000
Sales/Maturities of investments,-,0,243000,23000,200000
Other investing activites,-,32000,47000,94000,-108000
Net cash used for investing activites,-,-126000,-592000,-76000,-166000
Net change in cash,-,502000,180000,378000,-97000
Cash at beginning of period,-,7091000,6911000,6532000,6630000
Cash at end of period,-,7593000,7091000,6911000,6532000
Operating Cash Flow,-,183000,-966000,1856000,1379000
Capital Expenditure,-,-359000,-246000,-55000,-120000
Free Cash Flow,-,-176000,-1212000,1801000,1259000
