Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,11947663,11163030,8522176,7973915
Liabilities,,,,
Total Liabilities,10293969,9624610,7379671,6887357
Stockholders' Equity,,,,
Common Stock,121107,120801,104403,104174
Retained Earnings,467186,379239,282729,229503
Accumulated other comprehensive income,11302,-9190,-5692,-3986
Total stockholders' equity,1640755,1525526,1131240,1075102
Total liabilities and stockholders' equity,11947663,11163030,8522176,7973915
