Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2635545,2676003,2383429,2251188
Liabilities,,,,
Total Liabilities,2357681,2446922,2183079,2075978
Stockholders' Equity,,,,
Common Stock,34854,34720,34626,34534
Retained Earnings,213723,175463,142959,129005
Accumulated other comprehensive income,4562,-4079,1479,-8762
Total stockholders' equity,277864,229081,200350,175210
Total liabilities and stockholders' equity,2635545,2676003,2383429,2251188
