Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,165080,184468,218716,170001
Liabilities,,,,
Total Liabilities,8488,2066,2626,3635
Stockholders' Equity,,,,
Common Stock,22794,22794,22794,18995
Retained Earnings,-,-103319,-85410,-93445
Total stockholders' equity,156592,182401,216090,166366
Total liabilities and stockholders' equity,165080,184468,218716,170001
