Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,7333791,5645662,5289225,4081328
Liabilities,,,,
Total Liabilities,6466606,5041858,4740652,3694230
Stockholders' Equity,,,,
Common Stock,281,239,238,203
Retained Earnings,380737,304566,225360,182190
Accumulated other comprehensive income,17749,-9282,-3818,-1741
Total stockholders' equity,867185,603804,548573,387098
Total liabilities and stockholders' equity,7333791,5645662,5289225,4081328
