Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1437000,2952000,8970000,4290000
Depreciation & amortization,2513000,1838000,1582000,1580000
Change in working capital,-76000,2257000,-597000,-1411000
Inventory,-78000,-17000,-507000,-367000
Other working capital,4913000,5016000,1831000,1445000
Other non-cash items,199000,63000,-171000,-2121000
Net cash provided by operating activites,6657000,7099000,2785000,2100000
Investments in property plant and equipment,-1744000,-2083000,-954000,-655000
Acquisitions net,-4698000,-2935000,-925000,-9182000
Purchases of investments,478000,0,-752000,-1950000
Sales/Maturities of investments,3864000,2569000,2032000,2509000
Other investing activites,-355000,-444000,-515000,-587000
Net cash used for investing activites,-2401000,-1572000,-1105000,-9143000
Net change in cash,17469000,2919000,1349000,-5873000
Cash at beginning of period,26061000,26663000,25314000,31187000
Cash at end of period,43528000,27573000,26663000,25314000
Operating Cash Flow,6657000,7099000,2785000,2100000
Capital Expenditure,-1744000,-2083000,-954000,-655000
Free Cash Flow,4913000,5016000,1831000,1445000
