Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,1325594,1273766,1195456,1055945
Liabilities,,,,
Total Liabilities,283704,292704,272990,222367
Stockholders' Equity,,,,
Common Stock,445673,442948,440396,437926
Retained Earnings,145017,133910,128845,126733
Accumulated other comprehensive income,451200,404204,353226,268918
Total stockholders' equity,1041890,981062,922466,833578
Total liabilities and stockholders' equity,1325594,1273766,1195456,1055945
