Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,15017000,2520000,-485000,-622000
Depreciation & amortization,-,71985000,62773000,64842000
Change in working capital,-,-22796000,-1068000,-9789000
Inventory,-,-7663000,-4656000,-4791000
Other working capital,-,54018000,82277000,63547000
Other non-cash items,-,9037000,26148000,19054000
Net cash provided by operating activites,-,54018000,82277000,63547000
Other investing activites,-,-102462000,-91814000,-103616000
Net cash used for investing activites,-,-101338000,-91259000,-104252000
Net change in cash,-,-57232000,26420000,-19381000
Cash at beginning of period,-,200166000,173746000,193128000
Cash at end of period,-,142934000,200166000,173746000
Operating Cash Flow,-,54018000,82277000,63547000
Free Cash Flow,-,54018000,82277000,63547000
