Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6711236,5806093,5405639,5093131
Liabilities,,,,
Total Liabilities,5985973,5182354,4822517,4543087
Stockholders' Equity,,,,
Common Stock,560263,514703,512734,510861
Retained Earnings,162752,116874,72737,38590
Accumulated other comprehensive income,2248,-7838,-2349,593
Total stockholders' equity,725263,623739,583122,550044
Total liabilities and stockholders' equity,6711236,5806093,5405639,5093131
