Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-283000,1563000,2411000,3675000
Depreciation & amortization,3862000,3650000,3625000,4126000
Stock based compensation,33000,50000,79000,34000
Change in working capital,-1083000,-5987000,3078000,2925000
Inventory,1639000,-1193000,1057000,1666000
Other working capital,-744000,-5548000,3634000,9271000
Other non-cash items,753000,472000,-1206000,1667000
Net cash provided by operating activites,2935000,54000,8114000,12506000
Investments in property plant and equipment,-3679000,-5602000,-4480000,-3235000
Acquisitions net,-,-,-740000,-
Sales/Maturities of investments,-,85000,1000,-
Other investing activites,-8000,-9000,-7000,-14000
Net cash used for investing activites,-1600000,-3370000,-4843000,-2981000
Net change in cash,-112000,-4840000,1501000,7854000
Cash at beginning of period,16434000,20251000,18750000,10895000
Cash at end of period,16361000,15411000,20251000,18750000
Operating Cash Flow,2935000,54000,8114000,12506000
Capital Expenditure,-3679000,-5602000,-4480000,-3235000
Free Cash Flow,-744000,-5548000,3634000,9271000
