Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,81934000,154163000,181957000,127697000
Depreciation & amortization,-,39709000,34190000,26530000
Change in working capital,-,12606000,-69938000,-19674000
Inventory,-,-6249000,-31527000,-16519000
Other working capital,-,52414000,72974000,34204000
Other non-cash items,-,3855000,18369000,-6470000
Net cash provided by operating activites,-,177738000,175990000,121713000
Investments in property plant and equipment,-,-125324000,-103016000,-87509000
Purchases of investments,-,-60142000,-21426000,-
Sales/Maturities of investments,-,67357000,-,-
Other investing activites,-,-5234000,-5815000,-1053000
Net cash used for investing activites,-,-123343000,-130257000,-88562000
Net change in cash,-,-119053000,-49647000,-56901000
Cash at beginning of period,-,725903000,774761000,831662000
Cash at end of period,-,607714000,725903000,774761000
Operating Cash Flow,-,177738000,175990000,121713000
Capital Expenditure,-,-125324000,-103016000,-87509000
Free Cash Flow,-,52414000,72974000,34204000
