Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2220000,2949000,3465000,2673000
Depreciation & amortization,970000,782000,729000,744000
Change in working capital,-1779000,-646000,1148000,3188000
Inventory,-2343000,-1028000,1124000,2729000
Other working capital,-5816000,-4408000,4990000,4536000
Other non-cash items,-13000,17000,24000,6000
Net cash provided by operating activites,924000,2442000,5754000,6320000
Investments in property plant and equipment,-6740000,-6850000,-764000,-1784000
Acquisitions net,-,-,-534000,-
Purchases of investments,-24000,-27000,-12000,-8000
Sales/Maturities of investments,121000,185000,30000,-
Other investing activites,-2000,-13000,-5000,1000
Net cash used for investing activites,-6633000,-6428000,-1282000,-325000
Net change in cash,-3815000,-5366000,507000,5430000
Cash at beginning of period,6078000,11007000,10500000,5069000
Cash at end of period,2263000,5640000,11007000,10500000
Operating Cash Flow,924000,2442000,5754000,6320000
Capital Expenditure,-6740000,-6850000,-764000,-1784000
Free Cash Flow,-5816000,-4408000,4990000,4536000
