Breakdown,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Assets,539510,488330,452418,258001
Liabilities,,,,
Total Liabilities,55794,54175,51006,24129
Stockholders' Equity,,,,
Common Stock,5591,5469,4749,4040
Total stockholders' equity,483716,434155,401412,233872
Total liabilities and stockholders' equity,539510,488330,452418,258001
