Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6119000,6793000,4778000,4320000
Depreciation & amortization,-,3776000,3347000,3077000
Change in working capital,-,-1227000,-1646000,214000
Inventory,-,-824000,-272000,297000
Other working capital,-,6150000,2947000,6267000
Other non-cash items,-,-304000,469000,264000
Net cash provided by operating activites,-,9854000,7757000,8490000
Investments in property plant and equipment,-,-3704000,-4810000,-2223000
Acquisitions net,-,-,-2167000,-
Purchases of investments,-,-618000,-118000,-260000
Other investing activites,-,-220000,-303000,-662000
Net cash used for investing activites,-,-4542000,-7398000,-3145000
Net change in cash,-,382000,3460000,1496000
Cash at beginning of period,-,23993000,20532000,19036000
Cash at end of period,-,24376000,23993000,20532000
Operating Cash Flow,-,9854000,7757000,8490000
Capital Expenditure,-,-3704000,-4810000,-2223000
Free Cash Flow,-,6150000,2947000,6267000
