Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2011587,1711159,1452327,1073294
Liabilities,,,,
Total Liabilities,1785194,1516323,1289077,984488
Stockholders' Equity,,,,
Common Stock,101887,93132,87003,56885
Retained Earnings,46367,35222,19726,13611
Accumulated other comprehensive income,27,-935,-494,-469
Total stockholders' equity,226393,194836,163250,88806
Total liabilities and stockholders' equity,2011587,1711159,1452327,1073294
