Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,202370,201718,175980,148002
Liabilities,,,,
Total Liabilities,1254,290,474,259
Stockholders' Equity,,,,
Common Stock,1307,1172,1076,921
Retained Earnings,6096,6279,7743,8296
Total stockholders' equity,201116,201428,175506,147743
Total liabilities and stockholders' equity,202370,201718,175980,148002
