Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,34407000,37459000,35185000,31518000
Depreciation & amortization,-,24567000,23133000,23529000
Change in working capital,-,-43656000,-71308000,-20428000
Inventory,-,-55586000,-70734000,-25735000
Other working capital,-,44522000,12265000,68925000
Other non-cash items,-,13409000,8951000,20656000
Net cash provided by operating activites,-,44522000,12265000,68925000
Acquisitions net,-,-,0,-19448000
Purchases of investments,-,-24672000,-48847000,-11985000
Sales/Maturities of investments,-,5748000,1103000,1100000
Other investing activites,-,-41480000,-51701000,-38925000
Net cash used for investing activites,-,-60389000,-96423000,-70988000
Net change in cash,-,123071000,-13000,22000000
Cash at beginning of period,-,61729000,61865000,39864000
Cash at end of period,-,184800000,61729000,61865000
Operating Cash Flow,-,44522000,12265000,68925000
Free Cash Flow,-,44522000,12265000,68925000
