Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25982000,-35668000,27501000,25226000
Depreciation & amortization,-,60831000,63376000,63777000
Change in working capital,-,-4178000,-16660000,5745000
Inventory,-,1997000,-875000,3257000
Other working capital,-,21593000,5474000,10701000
Other non-cash items,-,4391000,8261000,14903000
Net cash provided by operating activites,-,68971000,48457000,71944000
Investments in property plant and equipment,-,-47378000,-42983000,-61243000
Acquisitions net,-,-,-855000,-
Purchases of investments,-,-2404000,-1234000,-691000
Sales/Maturities of investments,-,26785000,54616000,60878000
Other investing activites,-,-141369000,-14370000,837000
Net cash used for investing activites,-,-146909000,23074000,14011000
Net change in cash,-,-111165000,30188000,39032000
Cash at beginning of period,-,244936000,214564000,175513000
Cash at end of period,-,133771000,244936000,214564000
Operating Cash Flow,-,68971000,48457000,71944000
Capital Expenditure,-,-47378000,-42983000,-61243000
Free Cash Flow,-,21593000,5474000,10701000
