Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017
Net Income,62149,40984,45004,27751
Depreciation & amortization,-,67604,45669,26415
Change in working capital,-,42109,-36952,24914
Other working capital,-,-441131,-1190783,-35505
Other non-cash items,-,-478516,-788626,-22706
Net cash provided by operating activites,-,156227,88947,122756
Investments in property plant and equipment,-,-597358,-1279730,-158261
Other investing activites,-,430550,726988,115788
Net cash used for investing activites,-,-166808,-552742,-42123
Net change in cash,-,-609836,1521952,139676
Cash at beginning of period,-,1870918,348965,209289
Cash at end of period,-,1261081,1870918,348965
Operating Cash Flow,-,156227,88947,122756
Capital Expenditure,-,-597358,-1279730,-158261
Free Cash Flow,-,-441131,-1190783,-35505
