Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6748913,6123494,6498097,5563767
Liabilities,,,,
Total Liabilities,5944333,5392203,5743957,5045493
Stockholders' Equity,,,,
Common Stock,47360,47307,47253,39320
Retained Earnings,80274,64797,32851,30098
Accumulated other comprehensive income,4236,-50228,-36298,-38493
Total stockholders' equity,804580,731291,754140,518274
Total liabilities and stockholders' equity,6748913,6123494,6498097,5563767
