Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Other investing activites,-1667,-24.88,-40.755,-,-
Net cash used for investing activites,-1667,-24.88,-40.755,-,-
Common stock issued,-,-,-,-,517.916
Common stock repurchased,-,-,-,-,-79.416
Net cash used privided by (used for) financing activities,4591,192.567,200,-,438.5
Net change in cash,2043,-150.8,-9.503,-330.2,253.938
Cash at beginning of period,2.692,168.972,178.475,508.675,254.737
Cash at end of period,2046,18.172,168.972,178.475,508.675
Free Cash Flow,-881.169,-318.487,-168.748,-330.2,-184.562
