Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,4000,4000,1257000,1298000,942000
Depreciation & amortization,1484000,1484000,393000,246000,358000
Change in working capital,777000,777000,-1446000,-1059000,276000
Inventory,906000,906000,-1106000,-636000,171000
Other working capital,1892000,1892000,-739000,234000,1484000
Other non-cash items,448000,448000,-481000,-62000,13000
Net cash provided by operating activites,2392000,2392000,-487000,457000,1894000
Investments in property plant and equipment,-500000,-500000,-252000,-223000,-410000
Acquisitions net,-,-,-9577000,0,-271000
Purchases of investments,0,0,-203000,0,-77000
Other investing activites,36000,36000,120000,-27000,-12000
Net cash used for investing activites,-464000,-464000,-9933000,-250000,-770000
Net change in cash,1016000,1016000,662000,-858000,876000
Cash at beginning of period,2294000,2294000,1632000,2491000,1612000
Cash at end of period,3328000,3328000,2294000,1632000,2491000
Operating Cash Flow,2392000,2392000,-487000,457000,1894000
Capital Expenditure,-500000,-500000,-252000,-223000,-410000
Free Cash Flow,1892000,1892000,-739000,234000,1484000
