Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1699728,1903435,1626768,1380273
Depreciation & amortization,-,782356,935805,479629
Change in working capital,-,-254579,-1875374,499512
Inventory,-,-540161,-1661229,-213634
Other working capital,-,2024001,504080,1153324
Other non-cash items,-,-86884,129081,-453395
Net cash provided by operating activites,-,2291306,1223450,1626624
Investments in property plant and equipment,-,-267305,-719370,-473300
Purchases of investments,-,-92,-124,-121
Sales/Maturities of investments,-,234,-,782
Other investing activites,-,196792,-1846300,-3095
Net cash used for investing activites,-,-61720,-2511797,-471087
Net change in cash,-,905744,-1927344,392946
Cash at beginning of period,-,3763302,5690647,5297701
Cash at end of period,-,4669046,3763302,5690647
Operating Cash Flow,-,2291306,1223450,1626624
Capital Expenditure,-,-267305,-719370,-473300
Free Cash Flow,-,2024001,504080,1153324
