Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,43905000,46338000,43069000,158455000
Depreciation & amortization,-,8604000,8496000,7169000
Change in working capital,-,-133525000,357984000,538045000
Other working capital,-,-6729000,400777000,490889000
Other non-cash items,-,-67545000,-165233000,-303114000
Net cash provided by operating activites,-,6087000,412215000,499210000
Investments in property plant and equipment,-,-12816000,-11438000,-8321000
Purchases of investments,-,-1395147000,-1352901000,-1405130000
Sales/Maturities of investments,-,1196178000,1289557000,1288668000
Other investing activites,-,12000,6000,-94000
Net cash used for investing activites,-,-211514000,-72659000,-124710000
Net change in cash,-,-258939000,323673000,352836000
Cash at beginning of period,-,1693567000,1369893000,396713000
Cash at end of period,-,1434627000,1693567000,1369893000
Operating Cash Flow,-,6087000,412215000,499210000
Capital Expenditure,-,-12816000,-11438000,-8321000
Free Cash Flow,-,-6729000,400777000,490889000
