Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,74941,169168,148122,92786
Depreciation & amortization,-,221196,226767,247095
Change in working capital,-,49626,187015,-121774
Other working capital,-,178308,443848,96686
Other non-cash items,-,59429,78890,14661
Net cash provided by operating activites,-,355123,527813,192192
Investments in property plant and equipment,-,-176815,-83965,-95506
Purchases of investments,-,-3817,-4815,-5412
Sales/Maturities of investments,-,0,93,67564
Other investing activites,-,6070,8677,64904
Net cash used for investing activites,-,-216572,-92760,38980
Net change in cash,-,-93990,214486,-37980
Cash at beginning of period,-,853539,639052,677032
Cash at end of period,-,759548,853539,639052
Operating Cash Flow,-,355123,527813,192192
Capital Expenditure,-,-176815,-83965,-95506
Free Cash Flow,-,178308,443848,96686
