Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2408000,2499000,2438000,3026000
Depreciation & amortization,-,2287000,2183000,2127000
Change in working capital,-,-511000,329000,21000
Inventory,-,-17000,25000,-284000
Other working capital,-,-568000,1521000,4806000
Other non-cash items,-,-244000,381000,-172000
Net cash provided by operating activites,-,4607000,5850000,6318000
Investments in property plant and equipment,-,-5175000,-4329000,-1512000
Purchases of investments,-,-3000,-4000,-3000
Sales/Maturities of investments,-,324000,95000,88000
Other investing activites,-,-596000,-203000,-206000
Net cash used for investing activites,-,-5436000,-4331000,-1622000
Net change in cash,-,-2884000,-133000,2236000
Cash at beginning of period,-,18054000,18187000,15950000
Cash at end of period,-,15170000,18054000,18187000
Operating Cash Flow,-,4607000,5850000,6318000
Capital Expenditure,-,-5175000,-4329000,-1512000
Free Cash Flow,-,-568000,1521000,4806000
