Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26597000,14692000,29779000,34528000
Depreciation & amortization,-,19441000,19707000,19598000
Change in working capital,-,-8764000,14063000,-18407000
Inventory,-,-4197000,-3155000,-16687000
Other working capital,-,22248000,51295000,25614000
Other non-cash items,-,747000,3826000,3882000
Net cash provided by operating activites,-,36023000,61689000,43855000
Investments in property plant and equipment,-,-13775000,-10394000,-18241000
Acquisitions net,-,-767000,-10000,-589000
Purchases of investments,-,-1854000,-4141000,-480000
Sales/Maturities of investments,-,1928000,374000,2284000
Other investing activites,-,8777000,6851000,6013000
Net cash used for investing activites,-,-8469000,-12668000,-15279000
Net change in cash,-,-151000,16345000,3887000
Cash at beginning of period,-,51326000,34981000,30664000
Cash at end of period,-,51175000,51326000,34981000
Operating Cash Flow,-,36023000,61689000,43855000
Capital Expenditure,-,-13775000,-10394000,-18241000
Free Cash Flow,-,22248000,51295000,25614000
