Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,37353,34158,32170,28605,24628
Income Before Tax,14824,14279,13437,10936,8376
Income Tax Expense,4111,3929,4239,3424,2537
Income from Continuing Operations,10713,10350,9198,7512,5839
Net Income,10713,10350,9198,7512,5839
Net Income available to common shareholders,10713,10350,9198,7512,5839
Basic EPS,-,0.33,0.29,0.24,0.19
Diluted EPS,-,0.33,0.29,0.24,0.19
Basic Average Shares,-,31332,31263,31250,31036
Diluted Average Shares,-,31421,31414,31300,31108
