Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2892330000,2870399000,2844718000
Liabilities,,,
Total Liabilities,2723196000,2703519000,2681396000
Stockholders' Equity,,,
Common Stock,27408000,27408000,27408000
Retained Earnings,110809000,110263000,106698000
Total stockholders' equity,163481000,161571000,158992000
Total liabilities and stockholders' equity,2892330000,2870399000,2844718000
